component,estimate_C1_Average_points,publisher_cluster_IF_approx_se,publisher_cluster_IF_approx_ci95_low,publisher_cluster_IF_approx_ci95_high,share_point_pct,share_fieller_ci95_low_pct,share_fieller_ci95_high_pct,share_fieller_shape,ratio_bounded,denominator_ci95_low,denominator_ci95_high,denominator_ci_excludes_zero
scale_composition,0.2592997206421014,1.1971937910336001,-2.1194988413228355,2.6380982826070385,3.3591401517780684,-43.57474391253108,31.261203859166525,bounded_interval,True,3.4135015095878787,12.024956484184617,True
type_composition,1.0346345514252635,0.55413813986979,-0.06642612908004142,2.135695231930568,13.403340564745655,-1.1619996451498087,29.743263256125086,bounded_interval,True,3.4135015095878787,12.024956484184617,True
month_fixed_effect,6.425294724818839,1.8698459565401044,2.709950637815704,10.140638811821974,83.2375192834757,50.09889075033039,133.6333856920571,bounded_interval,True,3.4135015095878787,12.024956484184617,True
non_scale_total,7.459929276244102,1.9582843132878747,3.56886005816381,11.350998494324394,96.64085984822135,68.73879614083307,143.5747439125297,bounded_interval,True,3.4135015095878787,12.024956484184617,True
