model,target,intercept,lambda,reference_domain,coef::train_the_pile_arxiv,coef::train_the_pile_freelaw,coef::train_the_pile_nih_exporter,coef::train_the_pile_pubmed_central,coef::train_the_pile_wikipedia_en,coef::train_the_pile_dm_mathematics,coef::train_the_pile_github,coef::train_the_pile_philpapers,coef::train_the_pile_stackexchange,coef::train_the_pile_enron_emails,coef::train_the_pile_gutenberg_pg_19,coef::train_the_pile_pile_cc,coef::train_the_pile_ubuntu_irc,coef::train_the_pile_europarl,coef::train_the_pile_hackernews,coef::train_the_pile_pubmed_abstracts,coef::train_the_pile_uspto_backgrounds
simplex_huber_ridge_sensitivity,metric/the_pile_arxiv_val_loss,4.911376678971432,3.1622776601683795e-05,,-2.5483320499162128,1.1966785184650197,0.9946319895867706,0.02507334737213355,0.6974207466437777,0.005753375230433554,1.0043891057441752,-2.195625481003551,-0.5093344633930466,0.7894949289117147,0.2816476183815181,1.0149165365867736,-0.6456483736547266,-1.1253409712892637,0.22329536327165808,0.2147976490078062,0.5761821600550189
simplex_huber_ridge_sensitivity,metric/the_pile_freelaw_val_loss,4.643055847670966,3.1622776601683795e-05,,1.2386525059703746,-1.9906406317270107,-2.484731694168788,1.1531318393590468,0.5950098345770392,0.6082390149158643,1.5038179079698393,-2.405668781603954,1.4747915797078441,-2.2036000393929527,0.4266197608556432,0.4082400451643127,0.4256870174351935,0.22305605475799378,-1.1310787798499502,1.0964452179498503,1.0620291480796513
simplex_huber_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,4.735664904735206,3.1622776601683795e-05,,0.6022555302295214,1.3195650729899338,-2.3992610771140783,-1.8638889690523273,0.7351436854174023,0.6206234671885544,1.3085425057320523,-2.2417764339928894,0.9559057684377434,2.294530966575924,0.8146235960339732,1.3946526668757744,-0.693207821080257,-2.280588511345101,-0.6195772069017003,-0.33643816908113655,0.38889492908661233
simplex_huber_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,5.405623367010231,3.1622776601683795e-05,,0.818788188917183,0.7533892279686943,-0.7504630154772883,0.7209691519687078,-1.9612156941912613,0.905382933371268,1.0545982313259594,-2.7727187481864126,0.8297578973268089,-1.1086243284045072,0.31002525385202157,-0.055723592902575524,0.5245115070838725,-0.24133211378997402,-0.33621181988853027,0.6400557341507905,0.6688111868752433
simplex_huber_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,2.18076211073856,3.1622776601683795e-05,,2.678927930444212,2.535852971668607,-1.084826584457298,2.4823045890176467,2.1620641508785505,-14.819313435077447,2.4401035760811585,-3.751149617506221,1.639861703835968,-2.268567659367115,1.3226017907435075,2.567857722593936,-0.6081127256992849,1.0620389609402867,-1.1549189547398822,2.4722358820545645,2.323039698588809
simplex_huber_ridge_sensitivity,metric/the_pile_github_val_loss,4.489696237982194,3.1622776601683795e-05,,1.6289147750742636,1.8660312566461985,-1.2444975784263737,1.8480652908198143,1.5359245237812325,0.645496359043122,-1.7592418286874825,-3.8086981367691233,-0.4446572879355553,-2.627303393802419,1.015907523019483,1.4549357739175257,-1.4739651059158367,0.09935272407989872,-0.9238635086417513,0.8495533354413499,1.338045278355654
simplex_huber_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,4.630062178613034,3.1622776601683795e-05,,1.1945102252856448,1.464045585267099,-1.4230849378455583,1.3864370527878584,1.1475654947321725,0.8933815838034509,-0.03831514118557738,-3.189459810708709,-1.6344757280969253,-1.5658504632238452,0.9396582246528097,0.9871066367599383,-0.7019504182517277,-0.011058345623926512,-1.20130066658947,0.7395512173195141,1.0132394909172513
simplex_huber_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,4.972281251998757,3.1622776601683795e-05,,0.8355398285046972,0.3698037975925374,-0.33762533370587317,0.9729591473480774,0.3253325917630365,0.8854553373882781,1.030145797917698,-1.163195438595865,0.8114537307227512,-2.356368559754127,-2.543813099421501,0.04447858500962055,0.477421806125346,0.258129839105482,-1.2389671293318534,0.7087792158581941,0.9204698834735009
simplex_huber_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,5.343946108957779,3.1622776601683795e-05,,0.7879068609630189,0.5487442910693847,-0.7173032705109332,0.677610686520044,-0.014217799704203293,0.6696324135906844,0.8834832156753019,-0.9355357444981366,0.5401470007790596,-2.4326711328864707,0.1748984613312317,-0.5303595361656294,-0.17313003739348276,0.21569126351830925,-0.7645674429635844,0.504628832105565,0.565041938569842
simplex_huber_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,4.552483421914937,3.1622776601683795e-05,,2.5637888008038208,2.8153070025517297,-0.42031448701775265,2.9480010265410885,2.600088094372931,2.526548530328042,2.3570443226588713,-4.883232752719156,2.322767404006226,-4.072103277364617,2.0190069624679037,2.3262105633509242,-15.4953353172807,-2.3976645067184736,-0.2087967858975494,2.6147068024750917,2.383977617441613
simplex_huber_ridge_sensitivity,metric/the_pile_hackernews_val_loss,4.585801468801589,3.1622776601683795e-05,,1.2868046774036854,0.9827405299817646,-0.2027813589218214,1.277659983800166,0.9613930885227531,0.9297393180221368,1.137022771166423,-0.373925314931055,0.7454548181865923,-3.4219723687704877,0.5897751555636671,0.39471477228302926,-0.0244009929942615,0.952756023699425,-7.251243502314437,0.9604625703085312,1.0557998289938906
simplex_huber_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,5.07037410754295,3.1622776601683795e-05,,0.8147252029558837,1.002537084701696,-3.350161588657685,-0.47669115191949757,0.585398446438261,0.4756885716576909,1.297579443304973,-1.3637065792026444,1.0150667087687202,0.5853207207201697,0.5693145408253231,0.6087261525301368,0.5605067319728045,-0.05744184399352656,0.08621005928198275,-2.400957382118855,0.04788488273456731
simplex_huber_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,5.088727995267161,3.1622776601683795e-05,,0.43939866777225467,0.449680505068331,-0.08333556098890421,0.24517044619642234,0.21027332115714228,0.1580456327220308,0.8621792587655054,-2.0756981180948704,0.5346514312993166,2.1388480930560623,0.3539654670198003,0.11056859245885574,0.4880142186171208,-0.8544426892730078,0.004757527309085328,-0.28831336907830724,-2.6937634240068373
