split,role,model,target,n,mae,rmse,r2,spearman_rho,variant,nested_macro_normalized_rmse,outer_selected_lambdas,outer_selected_models
nested_cv_raw,out_of_fold,reference_ols,metric/the_pile_ubuntu_irc_val_loss,512,0.6197223626992088,0.7072096789774727,0.5263947553848625,0.758002937566519,raw,0.6342235746886887,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,reference_ols,metric/the_pile_hackernews_val_loss,512,0.1624322886598024,0.20172196599297182,0.6527937682007586,0.8336632463006832,raw,0.6342235746886887,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,reference_ols,metric/the_pile_pubmed_abstracts_val_loss,512,0.2342537927680331,0.3038355498834749,0.7299159566520868,0.909324180886005,raw,0.6342235746886887,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,reference_ols,metric/the_pile_uspto_backgrounds_val_loss,512,0.2351882680756306,0.28073481195556654,0.7203290938090436,0.8645130591890685,raw,0.6342235746886887,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_arxiv_val_loss,512,0.574123157679838,0.7309357293338149,0.4803260100996437,0.7644874708174546,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_freelaw_val_loss,512,0.4321324305252414,0.5005318648050082,0.5920499184202723,0.8075749090191231,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_pubmed_central_val_loss,512,0.5005129798393991,0.5889227780579346,0.5224746088257883,0.7766788725523855,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_wikipedia_en_val_loss,512,0.24849802716467442,0.30155405288654763,0.6748965844132588,0.848592031591536,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_dm_mathematics_val_loss,512,1.1134036450830442,1.2070908320621487,0.38026726606983285,0.7167733832297639,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_github_val_loss,512,0.5831782078478285,0.7176864385395972,0.5378626627885568,0.8162129066959637,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_stackexchange_val_loss,512,0.42199125760054246,0.5252147754713815,0.5414008301205796,0.8088462809420812,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_gutenberg_pg_19_val_loss,512,0.19234669279862326,0.247224477728939,0.6771345463300904,0.8787808562502146,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_pile_cc_val_loss,512,0.12962238365335366,0.15932041619820078,0.7527771558089497,0.8839481516290727,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_ubuntu_irc_val_loss,512,0.6283431115322982,0.707403205375446,0.5261355178195724,0.7583900712111329,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_hackernews_val_loss,512,0.16240159622018616,0.20162327233168817,0.6531334304818489,0.832338140585482,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_pubmed_abstracts_val_loss,512,0.2340829645634437,0.30324191103888165,0.730970314836906,0.9110040548002426,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,simplex_ridge,metric/the_pile_uspto_backgrounds_val_loss,512,0.23576276815714742,0.28051905023596607,0.7207588166985819,0.866837649202916,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_arxiv_val_loss,512,0.574123157679838,0.7309357293338149,0.4803260100996437,0.7644874708174546,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_freelaw_val_loss,512,0.4321324305252414,0.5005318648050082,0.5920499184202723,0.8075749090191231,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_pubmed_central_val_loss,512,0.5005129798393991,0.5889227780579346,0.5224746088257883,0.7766788725523855,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_wikipedia_en_val_loss,512,0.24849802716467442,0.30155405288654763,0.6748965844132588,0.848592031591536,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_dm_mathematics_val_loss,512,1.1134036450830442,1.2070908320621487,0.38026726606983285,0.7167733832297639,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_github_val_loss,512,0.5831782078478285,0.7176864385395972,0.5378626627885568,0.8162129066959637,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_stackexchange_val_loss,512,0.42199125760054246,0.5252147754713815,0.5414008301205796,0.8088462809420812,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_gutenberg_pg_19_val_loss,512,0.19234669279862326,0.247224477728939,0.6771345463300904,0.8787808562502146,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_pile_cc_val_loss,512,0.12962238365335366,0.15932041619820078,0.7527771558089497,0.8839481516290727,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_ubuntu_irc_val_loss,512,0.6283431115322982,0.707403205375446,0.5261355178195724,0.7583900712111329,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_hackernews_val_loss,512,0.16240159622018616,0.20162327233168817,0.6531334304818489,0.832338140585482,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_pubmed_abstracts_val_loss,512,0.2340829645634437,0.30324191103888165,0.730970314836906,0.9110040548002426,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_raw,out_of_fold,nested_selected,metric/the_pile_uspto_backgrounds_val_loss,512,0.23576276815714742,0.28051905023596607,0.7207588166985819,0.866837649202916,raw,0.6330371752644487,"[0.0001, 0.0001, 0.0001, 0.0001, 0.0001]","[""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge"", ""simplex_ridge""]"
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_arxiv_val_loss,512,0.564097403852412,0.7259696040000614,0.4873635619373583,0.7793905068035385,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_freelaw_val_loss,512,0.4269777185082512,0.4951556179852058,0.6007664921703704,0.8082990188084366,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,512,0.4972380900118736,0.5850400770069593,0.5287503940730766,0.7841733507570295,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,512,0.24926978821841234,0.30206305621374074,0.6737981519617227,0.8483299787711287,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,512,1.1120887006004425,1.2058657712568484,0.3815245451504411,0.7189303345406897,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_github_val_loss,512,0.5773866675981869,0.7127791022859763,0.5441609838511647,0.8239570101051716,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,512,0.41864723829670597,0.5226708928467456,0.5458325302209612,0.817050295544798,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,512,0.19244168972086692,0.24935335908878092,0.6715501345593686,0.8758624228951374,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,512,0.13119987593834007,0.16117435851374745,0.7469900302585115,0.8804566174282739,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,512,0.6281494963339674,0.7098406008819281,0.5228644414391002,0.7439883420022659,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_hackernews_val_loss,512,0.16350029104505165,0.20238899841450206,0.6504937636003658,0.8318892264908847,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,512,0.23528334893571984,0.3072793093578692,0.7237588396239554,0.9125333668074296,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,out_of_fold_robustness_sensitivity,simplex_huber_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,512,0.23398517676489927,0.27993797851072744,0.7219144680019363,0.8669398417562171,closed,0.6328063605411687,"[0.0001, 0.0001, 3.1622776601683795e-05, 0.0001, 3.1622776601683795e-05]",simplex_huber_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_arxiv_val_loss,512,0.48835785465011805,0.6669268062658191,0.5673577335057426,0.81891077222165,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_freelaw_val_loss,512,0.34487927716582834,0.41184596054482725,0.7238066712377353,0.8532865411245008,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_pubmed_central_val_loss,512,0.4502105283899814,0.5566503488042588,0.573376537680801,0.7948061148876758,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_wikipedia_en_val_loss,512,0.20956584177505974,0.2636917182132746,0.7514097031623517,0.8692931315160046,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_dm_mathematics_val_loss,512,1.162003170587047,1.3333376451500287,0.2438554693303493,0.5703528226960094,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_github_val_loss,512,0.47037926719112455,0.6161797190534778,0.6593437371962698,0.8648568302891934,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_stackexchange_val_loss,512,0.33797872291355047,0.44605059193751023,0.6692288419021595,0.8639816221489798,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_gutenberg_pg_19_val_loss,512,0.17587118935572182,0.2315344225884989,0.7168153055287694,0.8764822837630606,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_pile_cc_val_loss,512,0.10133239638657293,0.13399176513626151,0.8251353791330439,0.9287098310845607,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_ubuntu_irc_val_loss,512,0.601652567864821,0.7115152067527347,0.5206105368433829,0.7280837653494466,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_hackernews_val_loss,512,0.15623610646851704,0.20055034225139398,0.6568152807493364,0.8173498994346597,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_pubmed_abstracts_val_loss,512,0.1798554945776022,0.26161104431068494,0.7997678076669978,0.9329919941119923,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
nested_cv_closed,nonlinear_sensitivity_only,quadratic_ridge_sensitivity,metric/the_pile_uspto_backgrounds_val_loss,512,0.19756065851384785,0.24738925007923063,0.7828217155241204,0.8835422424497317,closed,0.5890145267134201,"[0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799, 0.2848035868435799]",quadratic_ridge_sensitivity
