snapshot_month,snapshot_commit_date_utc,snapshot_commit_sha,submission_month,n_open_weight_rows_current_C2_label,snapshot_p90_C1_Average,final_baseline_open_weight_models,final_frozen_baseline_p90,absolute_difference_to_final_baseline,matches_final_frozen_baseline_within_1e-9,common_model_names_with_final_cohort,snapshot_only_model_names,final_only_model_names,common_model_names_same_sha_as_final,common_model_names_sha_differs_from_final,common_model_names_sha_missing,same_membership_snapshot_p90,same_membership_final_p90,same_membership_p90_absolute_difference,same_sha_model_count,same_sha_snapshot_p90,same_sha_final_p90,same_sha_p90_absolute_difference,same_sha_median_absolute_score_difference,same_sha_max_absolute_score_difference,open_weight_label_note
2024-07,2024-07-31T17:56:33.000Z,b700f9d9763af4c21512b62e76f0533f8d569d73,2024-07,8,26.62671997398619,9,28.69298424896202,2.066264274975829,false,8,0,1,8,0,0,26.62671997398619,28.78180557318054,2.1550855991943507,8,26.62671997398619,28.78180557318054,2.1550855991943507,0.3147029204431,2.8952668680765257,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2024-08,2024-08-31T22:56:23.000Z,e0ce0da39aa564a8c4b8f0f2834b4b52070bf0d2,2024-08,2,6.32892654916164,4,30.810183807331235,24.481257258169595,false,2,0,2,2,0,0,6.32892654916164,6.354102782797088,0.025176233635447964,2,6.32892654916164,6.354102782797088,0.025176233635447964,0.025176233635447964,0.025176233635447964,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2024-09,2024-09-30T22:43:58.000Z,ab63c09cbe21132cbeb67c5908273363c9ad6088,2024-09,19,32.98129522223714,19,40.96510255071386,7.983807328476722,false,19,0,0,18,0,1,32.98129522223714,40.96510255071386,7.983807328476722,18,33.380406441224864,41.00814691651358,7.627740475288718,0.9566968781470262,10.422960725075527,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2024-10,2024-10-31T15:13:03.000Z,21f0c0d283c79374498284d407dc37ea3205d4a0,2024-10,11,36.59642214042278,11,38.74423639967271,2.1478142592499267,false,11,0,0,11,0,0,36.59642214042278,38.74423639967271,2.1478142592499267,11,36.59642214042278,38.74423639967271,2.1478142592499267,0.9441087613293035,5.903826787512589,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2024-11,2024-11-30T23:19:19.000Z,5f661fb12dd7097c2c6bb7c8a30091ce9fc5dd3d,2024-11,15,34.1790716984808,15,39.83787163089315,5.65879993241235,false,15,0,0,15,0,0,34.1790716984808,39.83787163089315,5.65879993241235,15,34.1790716984808,39.83787163089315,5.65879993241235,0.9818731117824768,8.157099697885197,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2024-12,2024-12-31T22:27:51.000Z,ea15dca31257f573dad6fc94bd97867d6089320a,2024-12,16,38.64323387836212,17,40.31870789775397,1.6754740193918494,false,16,0,1,16,0,0,38.64323387836212,39.84378119572032,1.2005473173582004,16,38.64323387836212,39.84378119572032,1.2005473173582004,1.0888721047331344,5.0100704934541795,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2025-01,2025-01-31T17:25:40.000Z,81cd359a3cb6ad4df19a93293809fb4b34b7b259,2025-01,36,39.00657684620679,37,39.73983005883677,0.7332532126299824,false,35,1,2,35,0,0,39.06201590843101,39.74726023802497,0.6852443295939636,35,39.06201590843101,39.74726023802497,0.6852443295939636,0.5287009063444081,6.445115810674725,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2025-02,2025-02-28T23:57:13.000Z,2bbe8653485139095bf8c15da1cb7701fd2cd439,2025-02,36,41.30612586440368,33,41.32181900505526,0.01569314065157812,false,33,3,0,33,0,0,41.32181900505527,41.32181900505527,0.0,33,41.32181900505527,41.32181900505527,0.0,0.0,0.0,Current C2 Epoch label applied retrospectively; no as-of history supplied.
2025-03,2025-03-20T12:17:27.000Z,9c09a7cae43334062a82cb164f2ef255013dafa2,2025-03,18,41.2745126186259,18,41.2745126186259,0.0,true,18,0,0,18,0,0,41.2745126186259,41.2745126186259,0.0,18,41.2745126186259,41.2745126186259,0.0,0.0,0.0,Current C2 Epoch label applied retrospectively; no as-of history supplied.
