replicate,sampled_cluster_sequence,E,A,alpha,B,beta,sse
195,EleutherAI/pythia-1b;EleutherAI/pythia-12b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-1b,1.689802069965736,0.35393589485729227,0.3400061395057016,1.2402918259909335,0.27985589469310773,2.4798640121908434e-05
196,EleutherAI/pythia-12b;EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m,1.689809352120447,0.353970721222503,0.33999851004481113,1.2403149647716245,0.2798774675815168,1.9510876951098206e-05
197,EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-160m,1.6898510924176517,0.3538944769287956,0.34006213880494557,1.2404118321259427,0.27988153294408114,2.4081197552829613e-05
198,EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-70m,1.6897622911645795,0.3539678267897273,0.3399851534606097,1.240318935703414,0.279848346344386,2.4994043082990688e-05
199,EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b,1.6897990534525067,0.35398462443117773,0.3399726278295741,1.2402930855077219,0.27987793978782044,2.4442628158066172e-05
200,EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-12b;EleutherAI/pythia-160m,1.6898254581747028,0.3539010461497694,0.3400573468705205,1.2403729031538522,0.2798599765583689,2.2804587673719838e-05
201,EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m,1.689863699367538,0.3538889938678763,0.34006910600873846,1.2403545087658168,0.2798767688240241,2.448106015430394e-05
202,EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m,1.6898013824082894,0.35400845568420874,0.33995207629680596,1.2402778738210145,0.27988892086427575,2.8223986496787115e-05
203,EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m,1.6897730786622873,0.3540267764845857,0.339948433271296,1.2402927635611058,0.27989002562999427,2.912988986337871e-05
204,EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-1b,1.6898385688947617,0.3539503980298892,0.33999436225596114,1.2402365715165502,0.27987642852196715,3.136664144786551e-05
205,EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b,1.689867952695375,0.3539862267262423,0.3399715947683944,1.240217099123347,0.2799144089158683,1.9932643216746255e-05
206,EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b,1.6898513376450166,0.35398152833975544,0.3399749942075167,1.2402578666504798,0.27990819272485756,2.9059360403275363e-05
207,EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-1b;EleutherAI/pythia-12b;EleutherAI/pythia-1b,1.6898467995504713,0.3538682119972701,0.3400884366952247,1.2403962782953843,0.2798628338248874,2.338750487212231e-05
208,EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b,1.6897751854022718,0.35389581981412394,0.34004985391355935,1.240362892892322,0.2798196454672339,1.9370979260764897e-05
209,EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-410m,1.689862021712762,0.3537716433323343,0.3401566878523307,1.2404653300640751,0.2798188211593449,2.717977176182804e-05
210,EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-12b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b,1.6898621998231014,0.35397586538212705,0.3399816578843019,1.2402457072136575,0.2799101868417042,2.5619672540824985e-05
211,EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m,1.690001459763678,0.3539425106991132,0.3400002683674868,1.2401055272511017,0.27995908477025816,2.9181717252758323e-05
212,EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-410m,1.6897651654621821,0.3540572688377966,0.3399258277263194,1.2402652276552453,0.2798997654266231,3.252370334340862e-05
213,EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b,1.6898933059158248,0.3540393563290291,0.33993432892994524,1.2401474286965553,0.2799493203824868,2.9103403370479107e-05
214,EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-70m,1.6898687742570488,0.3539842056874119,0.3399703996490298,1.240210820605414,0.2799093406315905,3.196903122090979e-05
215,EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b,1.6897593430852655,0.3540112534507908,0.339939224780635,1.2402631333147938,0.27986448584155244,2.006848118551557e-05
216,EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b,1.689688534161549,0.3541224193531838,0.33988691916186475,1.2402942065704163,0.2799033244559333,2.6425485359175572e-05
217,EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b,1.6898312092543506,0.35387790487106435,0.340083539210249,1.240346328531598,0.27984963864844864,2.6560548479031415e-05
218,EleutherAI/pythia-410m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-160m,1.68980608700394,0.35405466687086623,0.339929472586068,1.2402739444369786,0.2799280201186745,2.727236109366964e-05
219,EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-1b,1.689944500445069,0.35386810574511945,0.34010208389816293,1.240258865977694,0.2799004711124144,1.8992944364439513e-05
220,EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b,1.68970085756785,0.3540583041209519,0.3399305600344857,1.2403382027666487,0.2798723449122121,3.172393568449776e-05
221,EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-12b,1.6897946760312494,0.3539688936577526,0.3399808609390952,1.2402859913346638,0.27986621572370257,2.3271316861512988e-05
222,EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-1b,1.689819370125964,0.35390213276984617,0.3400276375101401,1.2402742876990223,0.27984271542269895,2.517449731309517e-05
223,EleutherAI/pythia-12b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1b,1.689811393052959,0.35397211989403216,0.3399819768925103,1.2403037910941423,0.27988166048372676,2.4043460745106232e-05
224,EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-12b,1.6897460525022698,0.3539562543647638,0.3399933791410298,1.2403693359781762,0.27984033686521637,2.467620251931554e-05
225,EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-12b,1.6899097879311318,0.3538982079262948,0.3400624369296616,1.2403124145322046,0.27990659698594306,1.7821248891653182e-05
226,EleutherAI/pythia-1.4b;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-12b,1.6898815097608875,0.35389420694262663,0.3400662912879766,1.2403558854780807,0.27989350104960636,1.879726566004745e-05
227,EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b,1.6898700289324706,0.35383605517465855,0.3401354249763643,1.2403209941457167,0.27984367322673825,2.206968313950519e-05
228,EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b,1.6897709834555463,0.3540623765659044,0.33991123974733145,1.2402635839582783,0.2798922641147664,2.6158961047769248e-05
229,EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-160m,1.689795462329513,0.35389078423993114,0.3400679288351206,1.2404162972987467,0.27984356212045614,2.25297949719278e-05
230,EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-70m,1.6897805615960153,0.35401922706798966,0.33994861762358347,1.2403250067527147,0.2798910925515792,2.641738031794506e-05
231,EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b,1.689648481921107,0.3541502808092542,0.33986946529486284,1.2402873647969,0.27989386878027644,2.7178142236241492e-05
232,EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-160m,1.6895864715955613,0.35409610658101354,0.33990576088876967,1.2403912539163506,0.2798308328650002,3.1504580631496634e-05
233,EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-6.9b;EleutherAI/pythia-70m,1.6897999335135894,0.3540005409634812,0.33996221299325446,1.2402262945579483,0.27987820785045764,3.0379530529869576e-05
234,EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b,1.6898844828300854,0.3537901078059104,0.34015980471263446,1.240473377779554,0.2798637316841416,2.7823230014608327e-05
235,EleutherAI/pythia-6.9b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b,1.68983608173572,0.35390069826986426,0.3400609305631347,1.2403261167031594,0.2798599832577473,2.1846484376437926e-05
236,EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b,1.689818444050848,0.35399478095926223,0.33996374995886364,1.240294440501305,0.2798956106446273,2.2690370985833272e-05
237,EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-6.9b,1.6898220657495107,0.35401781753158795,0.33995081050987996,1.2402473262181655,0.27990770753884153,2.6422220484473668e-05
238,EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b,1.6897858525458658,0.35400618223400954,0.339959463217526,1.2403375046456286,0.27989128122955304,2.714868937738608e-05
239,EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-160m,1.6897904433448314,0.35389019697385626,0.340068375294045,1.2404180907680793,0.27984003043319855,2.3707934801392437e-05
240,EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b,1.6895563471389055,0.35426249326769194,0.3397944282396853,1.2403193760342417,0.2799103392896488,2.9875849083304034e-05
241,EleutherAI/pythia-410m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m,1.6899307900984528,0.35379146981585247,0.34014235493266004,1.2403816192979498,0.27986153002340164,2.2550581690654204e-05
242,EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b,1.6898089957935294,0.3539851595754635,0.3399718710103311,1.2403231286416698,0.279891305347375,2.4051195317197566e-05
243,EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-2.8b,1.6898220312919163,0.35395814368315787,0.3399897880655431,1.240248261164921,0.2798733635270126,2.4712692976436308e-05
244,EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-12b;EleutherAI/pythia-1b;EleutherAI/pythia-70m,1.6899933366808932,0.3539182348956607,0.34001760819003085,1.2401038220533913,0.2799392305197043,3.368618174277212e-05
245,EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-12b;EleutherAI/pythia-160m;EleutherAI/pythia-70m,1.6898174145204976,0.35408995747337957,0.3398894221357388,1.2401957028459423,0.2799236401318195,3.668035391670062e-05
246,EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m,1.6897133918097944,0.3540797047044623,0.3399107155063483,1.240364464727643,0.279894764675509,3.1876320856849774e-05
247,EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b,1.6898149211235138,0.3538717884516176,0.34008992928575627,1.2403714788921243,0.2798389831809486,2.3006653253190477e-05
248,EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m,1.6898156563240916,0.3539405593992936,0.34000025526394023,1.240275457919426,0.27986144250464484,2.3885265565416228e-05
249,EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b,1.689793384490847,0.354015102100289,0.33995196482565965,1.2402551842134082,0.27988614018780406,2.557568777018256e-05
250,EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-70m,1.6898270235929678,0.3539473225531674,0.3399905896576102,1.2402942765080707,0.279869960639287,2.6535364855470566e-05
251,EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m,1.6897547874843133,0.35393187939304666,0.34002599223524543,1.2404359521952688,0.27984112409634615,1.7965733930054028e-05
252,EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-70m,1.6898670314031952,0.35396471451632916,0.33998410388913386,1.2402037186130692,0.2798976181603281,3.086732440168521e-05
253,EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-1b,1.6895776960300852,0.3541681052020234,0.33985938401701826,1.240313208725785,0.27986427629669736,2.7989119010956593e-05
254,EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-1b,1.6897719820765775,0.3540054631284378,0.3399572539074225,1.2402860759663583,0.27986953524054,2.4572122095276605e-05
255,EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b,1.6897828895512026,0.3540635069134334,0.3399169828332237,1.2402595723489336,0.279909032529694,3.098971511225416e-05
256,EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b,1.689777078970312,0.3539708873762679,0.3399856330652635,1.2403042365762937,0.2798604554524219,2.6702730989670913e-05
257,EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-12b,1.6898719068490358,0.35398840406117843,0.33996436831961596,1.2401855652829632,0.2799066971775353,2.8650271980905457e-05
258,EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b,1.6898352355925177,0.35394433499313566,0.3400001513686415,1.240258966241164,0.2798770845527575,2.440731412842149e-05
259,EleutherAI/pythia-70m;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-12b,1.6898223998526583,0.35396394669208464,0.33998356120000106,1.2402584508296812,0.27987595630403656,2.6697066791147037e-05
260,EleutherAI/pythia-1b;EleutherAI/pythia-1.4b;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-2.8b;EleutherAI/pythia-6.9b,1.6898249111842853,0.3539511715821339,0.3399921886825104,1.240280502165608,0.27987443169199283,2.2333356234157293e-05
261,EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-1.4b,1.6898214630798511,0.35391525255395995,0.3400463283924769,1.2404048211604066,0.2798731296918996,2.460963812416345e-05
262,EleutherAI/pythia-6.9b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m,1.6898103019274375,0.3540597065962106,0.33992040926035505,1.2402323781760776,0.27992095485057467,3.165010293021248e-05
263,EleutherAI/pythia-1.4b;EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1b;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b,1.689903882598639,0.3538728088651701,0.3400818621319217,1.2403024036850276,0.2798839403230049,2.297750055821047e-05
264,EleutherAI/pythia-1.4b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b,1.6897783069745074,0.3540057833754684,0.3399603663075549,1.240318166981282,0.27988163652124476,2.7207081006431732e-05
265,EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-160m,1.6897463545772984,0.35401558076020045,0.3399499151918599,1.240357688550563,0.2798709574152069,2.674767984553545e-05
266,EleutherAI/pythia-410m;EleutherAI/pythia-6.9b;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b,1.6897955303073018,0.35400448308603905,0.339956914418976,1.240299924877003,0.27988739611221625,2.3776306681078188e-05
267,EleutherAI/pythia-2.8b;EleutherAI/pythia-160m;EleutherAI/pythia-12b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1.4b;EleutherAI/pythia-1b;EleutherAI/pythia-70m;EleutherAI/pythia-160m,1.6897607649251452,0.35399956278718037,0.3399635237738169,1.240345362156033,0.27986971638614233,2.6426398879921417e-05
268,EleutherAI/pythia-12b;EleutherAI/pythia-410m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-160m;EleutherAI/pythia-1.4b;EleutherAI/pythia-160m,1.6898452704941678,0.35387906802935276,0.3400789737178619,1.240417491145367,0.27987226621421274,2.5634404365848286e-05
269,EleutherAI/pythia-410m;EleutherAI/pythia-70m;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-6.9b;EleutherAI/pythia-410m;EleutherAI/pythia-160m,1.6898023320495195,0.3540007430610641,0.3399586070954174,1.240290371753611,0.27988910955631324,2.9016229788170928e-05
270,EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-410m;EleutherAI/pythia-160m;EleutherAI/pythia-1b;EleutherAI/pythia-6.9b;EleutherAI/pythia-160m;EleutherAI/pythia-12b,1.689742352312428,0.3540037535089039,0.3399608631745616,1.240350851571186,0.27986150084947514,2.7432958012612143e-05
271,EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-6.9b;EleutherAI/pythia-2.8b;EleutherAI/pythia-2.8b;EleutherAI/pythia-1b;EleutherAI/pythia-410m;EleutherAI/pythia-12b,1.6897808286734235,0.35396403566611995,0.33998644282289076,1.2403010364299876,0.27985628581666305,1.8967227055401075e-05
272,EleutherAI/pythia-1.4b;EleutherAI/pythia-6.9b;EleutherAI/pythia-1.4b;EleutherAI/pythia-410m;EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-1b;EleutherAI/pythia-1.4b,1.6898809439644513,0.3539088501182931,0.34004739253315697,1.2402966594772475,0.27988988874144893,2.0428045826558e-05
273,EleutherAI/pythia-2.8b;EleutherAI/pythia-410m;EleutherAI/pythia-12b;EleutherAI/pythia-70m;EleutherAI/pythia-2.8b;EleutherAI/pythia-70m;EleutherAI/pythia-1.4b;EleutherAI/pythia-70m,1.6899081622213628,0.3539580703704806,0.3399853737863647,1.2401925821823254,0.279915100070369,2.8437430025907562e-05
