held_out_N_params_B,held_out_rows,successful_starts,E,A,alpha,B,beta,holdout_rmse,holdout_mae,holdout_bias_pred_minus_obs,holdout_r2,holdout_spearman,holdout_max_abs_error
0.070542,147,12,1.6898361849294783,0.35389172761324844,0.3400666768449979,1.2403612578488952,0.27986083728717304,0.00022023036774933635,0.00016875513424748014,8.163257133737843e-05,0.9999992254998158,1.0,0.0006964703143301776
0.162405,147,12,1.689836816171268,0.35395059783018434,0.3399935234602421,1.2402700375651612,0.27988136726148755,0.00018181804490959822,0.0001371420548488871,-3.575904611029047e-05,0.9999994723236182,1.0,0.0006790219588515001
0.409009,147,12,1.6898126399461255,0.35398248793069764,0.3399750179803761,1.2402844188400393,0.27988537640001115,0.00013511027046013316,0.00010756169256177679,1.5824179656930184e-06,0.9999997085296229,1.0,0.00048110602001294467
1.040867,147,12,1.6898103817749435,0.35400332129578527,0.3399583797878746,1.2402922361783701,0.2798961834741085,0.00015459770823669308,0.00010865729694939808,2.4105571366987625e-05,0.9999996182261548,1.0,0.0006539928927145056
1.416184,147,12,1.6897654265202877,0.35398725934727365,0.3399707805764866,1.240321772295401,0.27986236358422817,0.00013191674777285288,9.996923404832363e-05,9.997974697512484e-06,0.9999997222244805,1.0,0.0005094626258630441
2.782831,147,12,1.6898082431765746,0.3539802941801536,0.33997787523642753,1.2402987020951362,0.2798855921205578,0.00011441463049342787,8.19147074171804e-05,-1.319245693386199e-05,0.9999997909482737,1.0,0.0005806641347865238
6.86104,147,12,1.6897892684691587,0.3539727887254776,0.33998127948237805,1.2403297824025734,0.27987196872100145,0.0001350423979338277,8.315612238810376e-05,7.1663427875650224e-06,0.9999997087931095,1.0,0.0009269452156539515
11.965825,147,12,1.6897796298594763,0.35400898837474315,0.339957582361759,1.2402864671088412,0.2798813398945644,0.00010197531877768166,7.586911582550655e-05,-1.672162322903675e-05,0.9999998339785745,1.0,0.00043286782970897164
