component,numerator_estimate,observed_endpoint_mean_difference,descriptive_point_share_pct,numerator_variance_HC3,denominator_variance_HC3,numerator_denominator_covariance_HC3,fieller_lower_pct,fieller_upper_pct,fieller_shape,fieller_lower_ratio,fieller_upper_ratio,fieller_boundary_1_ratio,fieller_boundary_2_ratio,fieller_discriminant,denominator_ci95_low,denominator_ci95_high,denominator_ci_crosses_zero,ratio_stably_identified,share_interpretation
scale_composition,-2.1407151167648095,1.18550183980296,-180.57459253885372,0.010592484733874401,8.641761045720902,-0.030546971154618036,-inf,inf,disconnected_unbounded,-inf,inf,-0.30942898548983255,0.46169455487661737,601.0419503157418,-4.576285142830241,6.947288822436161,True,False,ratio not stably identified; point share descriptive only
type_composition,1.2245187933463149,1.18550183980296,103.29117612755792,0.12298014925385584,8.641761045720902,-0.03534322364547319,-inf,inf,disconnected_unbounded,-inf,inf,-0.23646840673843894,0.13660648343904877,140.68535873172212,-4.576285142830241,6.947288822436161,True,False,ratio not stably identified; point share descriptive only
month_fixed_effect,2.1016981632219416,1.18550183980296,177.2834164113369,5.06016740842538,8.641761045720902,4.619340751272032,-inf,inf,all_real,-inf,inf,,,-979.6154046866799,-4.576285142830241,6.947288822436161,True,False,ratio not stably identified; point share descriptive only
non_scale_total,3.3262169565682562,1.18550183980296,280.5745925388948,4.9000882656198534,8.641761045720902,4.583997527626559,-inf,inf,all_real,-inf,inf,,,-239.79706877876606,-4.576285142830241,6.947288822436161,True,False,ratio not stably identified; point share descriptive only
predicted_mean_change,1.185501839803447,1.18550183980296,100.00000000004108,4.8514444343089025,8.641761045720902,4.55345055647194,-inf,inf,all_real,-inf,inf,,,-1156.2170763477804,-4.576285142830241,6.947288822436161,True,False,ratio not stably identified; point share descriptive only
