status,early_month,late_month,early_rows_before_support,late_rows_before_support,log10_params_B_support_low_p05_p95,log10_params_B_support_high_p05_p95,early_rows_in_common_support,late_rows_in_common_support,supported_months_in_fit,fit_rows_in_common_support,design_rank,design_columns,residual_df,type_reference,month_reference,contribution_shares_reported,share_gate_reason,component_sum_abs_error,observed_reconstruction_abs_error,closure_residual_interpretation,smoke_run,decomposition_full_sample_rerun,publisher_bootstrap_smoke_run,run_scope_note
overlap,2024-11,2025-03,106,118,0.09201847075279702,1.3723964324231115,92,110,2024-11;2024-12;2025-01;2025-02;2025-03,645,10,10,635,chat_posttrained,2024-11,False,At least one required 95% interval includes zero; shares suppressed.,0.0,0.0,arithmetic closure check; expected approximately zero because month fixed effects are fit on the endpoint records,False,True,True,smoke_run records the upstream decomposition scope (full sample here); publisher_bootstrap_smoke_run records the reduced/full cluster-bootstrap count.
