model_form,omitted_trajectory,budget_flops,context_length_tokens,original_full_m0_run_id,same_form_full_fit_run_id,selected_run_id,selected_grid_id,selected_N_B,selected_D_B,predicted_loss,cost_flops,feasible_grid_points,selected_trajectory_id,matches_original_full_m0,matches_same_form_full_fit,selected_point_is_omitted_trajectory,selected_N_outside_training_range,training_N_min_B,training_N_max_B
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17339186239,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.37408492233,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.14276520784,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.14766301787,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.15631859908,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000000,32768,917,990,990,990,6.86104,115.343,2.19675203479,9.93457929841e+21,969,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.27354894218,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.08670819194,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.08670819194,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.08670819194,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.08670819194,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-410m,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.08670819194,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000,2048,169,169,169,169,0.162405,8.389,3.03039776546,8.73253867723e+18,39,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000,4096,169,169,169,169,0.162405,8.389,3.03039776546,9.29058408446e+18,36,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000,8192,168,168,168,168,0.162405,6.291,3.08776717362,7.80407578843e+18,34,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17684970956,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.39208529577,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.1456128391,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.1507600618,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.15984623306,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000000,32768,917,917,917,917,2.782831,285.213,2.19466503518,9.96378702242e+21,969,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.27159248725,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.09338047402,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.09338047402,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.09338047402,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.09338047402,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.09338047402,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000,2048,169,21,21,21,0.070542,20.972,3.02852002147,9.48240597911e+18,39,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000,4096,169,20,20,20,0.070542,18.874,3.04454308565,9.07914908079e+18,36,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000,8192,168,19,19,19,0.070542,16.777,3.06300272983,9.03991757075e+18,34,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000,32768,167,16,16,16,0.070542,10.486,3.14288601645,9.28594075288e+18,27,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.33156580836,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000000,2048,1043,1151,1151,1151,11.965825,130.023,2.10246977486,9.97226376109e+21,1060,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000000,4096,1036,1147,1147,1147,11.965825,121.635,2.10858878411,9.92509413433e+21,1049,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000000,8192,1025,1141,1141,1141,11.965825,109.052,2.11885313882,9.96732637452e+21,1032,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000000,32768,917,1120,1120,1120,11.965825,65.012,2.17186856608,9.76572431697e+21,969,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,10000000000000000000000,131072,834,956,956,956,6.86104,44.04,2.28299431671,9.73390959842e+21,793,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.03455057171,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.03455057171,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.03455057171,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.03455057171,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.03455057171,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000,2048,169,169,169,169,0.162405,8.389,3.02597345866,8.73253867723e+18,39,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000,4096,169,169,169,169,0.162405,8.389,3.02597345866,9.29058408446e+18,36,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000,8192,168,168,168,168,0.162405,6.291,3.0828586932,7.80407578843e+18,34,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17159490946,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.37196115459,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.14342631702,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.14830659182,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.15693188032,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000000,32768,917,990,990,990,6.86104,115.343,2.19723482389,9.93457929841e+21,969,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.27366227341,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.08764470577,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.08764470577,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.08764470577,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.08764470577,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.08764470577,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000,2048,169,169,169,169,0.162405,8.389,3.03040329784,8.73253867723e+18,39,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000,4096,169,169,169,169,0.162405,8.389,3.03040329784,9.29058408446e+18,36,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000,8192,168,168,168,168,0.162405,6.291,3.08777098358,7.80407578843e+18,34,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17684979496,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.39208948322,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.14561148439,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.15075914582,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.1598460635,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000000,32768,917,917,917,917,2.782831,285.213,2.19466037131,9.96378702242e+21,969,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.27159378802,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.09337839318,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.09337839318,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.09337839318,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.09337839318,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-1.4b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.09337839318,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000,2048,169,21,21,21,0.070542,20.972,3.02601835368,9.48240597911e+18,39,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000,4096,169,20,20,20,0.070542,18.874,3.04204824739,9.07914908079e+18,36,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000,8192,168,19,19,19,0.070542,16.777,3.06051520818,9.03991757075e+18,34,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000,32768,167,16,16,16,0.070542,10.486,3.14042377536,9.28594075288e+18,27,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.32912757934,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000000,2048,1043,1151,1151,1151,11.965825,130.023,2.1027514299,9.97226376109e+21,1060,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000000,4096,1036,1147,1147,1147,11.965825,121.635,2.10887606716,9.92509413433e+21,1049,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000000,8192,1025,1141,1141,1141,11.965825,109.052,2.11914962047,9.96732637452e+21,1032,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000000,32768,917,1120,1120,1120,11.965825,65.012,2.17220803079,9.76572431697e+21,969,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,10000000000000000000000,131072,834,956,956,956,6.86104,44.04,2.28312843235,9.73390959842e+21,793,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.0347618408,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.0347618408,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.0347618408,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.0347618408,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-1.4b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.0347618408,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000,2048,169,169,169,169,0.162405,8.389,3.02520254787,8.73253867723e+18,39,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000,4096,169,169,169,169,0.162405,8.389,3.02520254787,9.29058408446e+18,36,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000,8192,168,168,168,168,0.162405,6.291,3.08206238943,7.80407578843e+18,34,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17077668655,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.37125392675,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.14346104962,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.14832964424,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.15693473926,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000000,32768,917,990,990,990,6.86104,115.343,2.19715044569,9.93457929841e+21,969,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.27345678395,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.08780014821,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.08780014821,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.08780014821,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.08780014821,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_shared_exponent,EleutherAI/pythia-1.4b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.08780014821,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000,2048,169,169,169,169,0.162405,8.389,3.03039515093,8.73253867723e+18,39,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000,4096,169,169,169,169,0.162405,8.389,3.03039515093,9.29058408446e+18,36,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000,8192,168,168,168,168,0.162405,6.291,3.08776389101,7.80407578843e+18,34,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000,32768,167,167,167,167,0.162405,4.194,3.17684506071,8.55059050915e+18,27,EleutherAI/pythia-160m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.3920884479,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000000,2048,1043,1043,1043,1043,6.86104,226.492,2.14560886246,9.9603304172e+21,1060,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000000,4096,1036,1036,1036,1036,6.86104,211.812,2.15075621101,9.91000652207e+21,1049,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000000,8192,1025,1025,1025,1025,6.86104,188.744,2.15984259564,9.89157625371e+21,1032,EleutherAI/pythia-6.9b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000000,32768,917,917,917,917,2.782831,285.213,2.19465823889,9.96378702242e+21,969,EleutherAI/pythia-2.8b,True,True,True,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,10000000000000000000000,131072,834,834,834,834,2.782831,111.149,2.2715873863,9.96420007468e+21,793,EleutherAI/pythia-2.8b,True,True,True,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.09337755794,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.09337755794,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.09337755794,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,1000000000000000000000000,32768,1232,1232,1232,1232,11.965825,299.893,2.09337755794,4.50481812987e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_current,EleutherAI/pythia-2.8b,1000000000000000000000000,131072,1232,1232,1232,1232,11.965825,299.893,2.09337755794,1.15600316374e+23,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000,2048,169,21,21,21,0.070542,20.972,3.02315532787,9.48240597911e+18,39,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000,4096,169,20,20,20,0.070542,18.874,3.03920776278,9.07914908079e+18,36,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000,8192,168,19,19,19,0.070542,16.777,3.05769912973,9.03991757075e+18,34,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000,32768,167,16,16,16,0.070542,10.486,3.13769523244,9.28594075288e+18,27,EleutherAI/pythia-70m,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000,131072,13,13,13,13,0.070542,4.194,3.32650469844,9.53073165093e+18,16,EleutherAI/pythia-70m,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000000,2048,1043,1151,1151,1151,11.965825,130.023,2.09929291304,9.97226376109e+21,1060,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000000,4096,1036,1147,1147,1147,11.965825,121.635,2.10543472525,9.92509413433e+21,1049,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000000,8192,1025,1141,1141,1141,11.965825,109.052,2.11573640133,9.96732637452e+21,1032,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000000,32768,917,1120,1120,1120,11.965825,65.012,2.16892721307,9.76572431697e+21,969,EleutherAI/pythia-12b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,10000000000000000000000,131072,834,956,956,956,6.86104,44.04,2.27992999713,9.73390959842e+21,793,EleutherAI/pythia-6.9b,False,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,1000000000000000000000000,2048,1232,1232,1232,1232,11.965825,299.893,2.03109020137,2.30006390877e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,1000000000000000000000000,4096,1232,1232,1232,1232,11.965825,299.893,2.03109020137,2.44704752351e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
m0_no_floor,EleutherAI/pythia-2.8b,1000000000000000000000000,8192,1232,1232,1232,1232,11.965825,299.893,2.03109020137,2.74101475299e+22,1176,EleutherAI/pythia-12b,True,True,False,False,0.070542,11.965825
