dataset,model,n,in_sample_rmse,loo_q_rmse,loo_q_mae,loo_q_r2,loo_q_levels,loo_q_predictions,E,A,alpha,B,beta,kappa_Q_exponent,gamma_Q_in_Deff,multistart_attempts,multistart_successful,multistart_near_optimal,multistart_max_relative_parameter_spread,interpretation,dL_dQ_min,dL_dQ_median,dL_dQ_max,epsilon_Q_min,epsilon_Q_median,epsilon_Q_max
B6,M0_ND,360,0.12898025974840666,0.1451351656745152,0.12310634960264512,0.8230845703697762,8,360,1.6568055001974467,0.5401730343277923,0.2790539037699267,1.316794882498785,0.2828029576164577,0.0,0.0,,,,,semi-synthetic conditional response; not a real-trial Q effect,,,,,,
B6,M_Q_NDQ,360,0.07247113080374956,0.0898401474510769,0.0690373843027637,0.9322106737563493,8,360,0.41177137605366393,0.5401730581802798,0.2790538937174677,2.0828931847175647,0.06990228100583909,0.08503285994273319,1.2164532933571968,27.0,27.0,27.0,0.0005786320501484033,semi-synthetic conditional response; not a real-trial Q effect,-1.8339367949493741,-0.28426966481896,-0.11325429362368128,-0.06460456024807387,-0.054048011172749044,-0.03934925161616713
B7,M0_ND,450,0.11823877449064983,0.12953972726189217,0.10626491319415342,0.8553843750955232,10,450,1.684571898006678,0.5291238038818716,0.28321756378025864,1.3285646704547143,0.2995752898421882,0.0,0.0,,,,,semi-synthetic conditional response; not a real-trial Q effect,,,,,,
B7,M_Q_NDQ,450,0.06954428026001859,0.08431601806743377,0.06371344889767974,0.9387326017261198,10,450,0.6794426400819831,0.5291238096333634,0.28321756125774517,1.845977032545384,0.08306688632878559,0.09800021873846852,1.1797747943816694,27.0,27.0,27.0,0.0003608373585447456,semi-synthetic conditional response; not a real-trial Q effect,-1.8723484294189336,-0.23507666708947547,-0.10633615783037517,-0.06565151130657353,-0.05205509169223117,-0.03681756103965574
