model_repo,B12_model_size,n_checkpoints,N_params_B_min,N_params_B_q1,N_params_B_median,N_params_B_q3,N_params_B_max,D_tokens_B_min,D_tokens_B_q1,D_tokens_B_median,D_tokens_B_q3,D_tokens_B_max,observed_val_loss_min,observed_val_loss_q1,observed_val_loss_median,observed_val_loss_q3,observed_val_loss_max,dLoss_dN_per_B_params_min,dLoss_dN_per_B_params_q1,dLoss_dN_per_B_params_median,dLoss_dN_per_B_params_q3,dLoss_dN_per_B_params_max,dLoss_dD_per_B_tokens_min,dLoss_dD_per_B_tokens_q1,dLoss_dD_per_B_tokens_median,dLoss_dD_per_B_tokens_q3,dLoss_dD_per_B_tokens_max,elasticity_N_min,elasticity_N_q1,elasticity_N_median,elasticity_N_q3,elasticity_N_max,elasticity_D_min,elasticity_D_q1,elasticity_D_median,elasticity_D_q3,elasticity_D_max,dLoss_dN_per_B_params_track_median_bootstrap_95ci_low,dLoss_dN_per_B_params_track_median_bootstrap_95ci_high,dLoss_dD_per_B_tokens_track_median_bootstrap_95ci_low,dLoss_dD_per_B_tokens_track_median_bootstrap_95ci_high,elasticity_N_track_median_bootstrap_95ci_low,elasticity_N_track_median_bootstrap_95ci_high,elasticity_D_track_median_bootstrap_95ci_low,elasticity_D_track_median_bootstrap_95ci_high
EleutherAI/pythia-70m,70m,147,0.070542,0.070542,0.070542,0.070542,0.070542,0.134,70.2545,146.801,223.3465,299.893,2.8131,2.8346,2.8687,2.9389,4.7388,-4.20224282641,-4.20224282641,-4.20224282641,-4.20224282641,-4.20224282641,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.105377438452,-0.104574045554,-0.103334016224,-0.10086114509,-0.0625574706165,-0.128573718102,-0.0359306680093,-0.0299496667723,-0.0269504741127,-0.0250073506532,-4.20386104732,-4.20130964971,-0.000585353093444,-0.000585145907752,-0.103370013387,-0.103312214614,-0.0299542107013,-0.0299438608543
EleutherAI/pythia-160m,160m,147,0.162405,0.162405,0.162405,0.162405,0.162405,0.134,70.2545,146.801,223.3465,299.893,2.5978,2.61945,2.6538,2.7238,4.5235,-1.37469529058,-1.37469529058,-1.37469529058,-1.37469529058,-1.37469529058,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0859398601485,-0.0852308201283,-0.0841381787748,-0.0819655700841,-0.0493565969337,-0.134691845306,-0.0387700049416,-0.032379106858,-0.0291650170121,-0.0270793204367,-1.37506214844,-1.3745431764,-0.000585353093444,-0.000585145907752,-0.0841598559353,-0.0841279906002,-0.0323841990947,-0.0323728709711
EleutherAI/pythia-410m,410m,147,0.409009,0.409009,0.409009,0.409009,0.409009,0.134,70.2545,146.801,223.3465,299.893,2.4209,2.4426,2.4766,2.547,4.3461,-0.398746597852,-0.398746597852,-0.398746597852,-0.398746597852,-0.398746597852,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0673689983758,-0.0667729030705,-0.0658557166247,-0.0640370327518,-0.037523378582,-0.14017611376,-0.0414640295382,-0.034692949457,-0.0312782037904,-0.0290589016298,-0.398798158379,-0.398714925604,-0.000585353093444,-0.000585145907752,-0.0658644173881,-0.0658513395833,-0.0346986144988,-0.0346862692114
EleutherAI/pythia-1b,1b,147,1.040867,1.040867,1.040867,1.040867,1.040867,0.134,70.2545,146.801,223.3465,299.893,2.2904,2.31195,2.346,2.4162,4.2153,-0.114056202502,-0.114056202502,-0.114056202502,-0.114056202502,-0.114056202502,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0518339158973,-0.0513493863366,-0.050604814288,-0.0491318149195,-0.0281596785589,-0.144515849843,-0.0437037556586,-0.0366231154931,-0.0330439919269,-0.0307148806298,-0.114068265418,-0.114041593909,-0.000585353093444,-0.000585145907752,-0.0506095669997,-0.0505986638369,-0.0366292458525,-0.0366160357265
EleutherAI/pythia-1.4b,1.4b,147,1.416184,1.416184,1.416184,1.416184,1.416184,0.134,70.2545,146.801,223.3465,299.893,2.2558,2.27715,2.3113,2.3815,4.1816,-0.0754972764266,-0.0754972764266,-0.0754972764266,-0.0754972764266,-0.0754972764266,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.047400421776,-0.0469505825182,-0.0462595708043,-0.0448934302171,-0.0255714026735,-0.145715422044,-0.044340634612,-0.0371730528808,-0.0335475966259,-0.0311874737539,-0.0755075380624,-0.0754835041024,-0.000585353093444,-0.000585145907752,-0.0462656257621,-0.0462512407046,-0.0371792809863,-0.037165848027
EleutherAI/pythia-2.8b,2.8b,147,2.782831,2.782831,2.782831,2.782831,2.782831,0.134,70.2545,146.801,223.3465,299.893,2.1911,2.2127,2.2467,2.3171,4.1162,-0.0305369863429,-0.0305369863429,-0.0305369863429,-0.0305369863429,-0.0305369863429,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0387837613033,-0.0384049618412,-0.0378234886075,-0.0366753748257,-0.020642941011,-0.147999585661,-0.0455755168573,-0.0382407299909,-0.0345259568515,-0.0321059760414,-0.0305421764327,-0.0305323025069,-0.000585353093444,-0.000585145907752,-0.0378300669862,-0.0378175579222,-0.0382470898186,-0.0382332797582
EleutherAI/pythia-6.9b,6.9b,147,6.86104,6.86104,6.86104,6.86104,6.86104,0.134,70.2545,146.801,223.3465,299.893,2.125,2.14675,2.1807,2.2511,4.0512,-0.00911349948774,-0.00911349948774,-0.00911349948774,-0.00911349948774,-0.00911349948774,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0294240531848,-0.0291278289747,-0.0286734617905,-0.0277775594134,-0.0154367890982,-0.150412448658,-0.0469125427486,-0.0393987644863,-0.035588065509,-0.0331036843003,-0.00911632818318,-0.00911125298947,-0.000585353093444,-0.000585145907752,-0.0286827922286,-0.0286662136029,-0.0394050944046,-0.0393910950549
EleutherAI/pythia-12b,12b,147,11.965825,11.965825,11.965825,11.965825,11.965825,0.134,70.2545,146.801,223.3465,299.893,2.0933,2.11495,2.1491,2.2194,4.0188,-0.00432524007199,-0.00432524007199,-0.00432524007199,-0.00432524007199,-0.00432524007199,-4.54670876872,-0.00150356065802,-0.000585259651778,-0.000342061805968,-0.000234575489235,-0.0247232126278,-0.0244705846599,-0.0240832376559,-0.0233200131618,-0.012877914323,-0.151598394509,-0.0475823536925,-0.0399797068153,-0.0361212582029,-0.0336047755082,-0.00432679856986,-0.00432385134586,-0.000585353093444,-0.000585145907752,-0.0240925360268,-0.024075326571,-0.0399859399023,-0.039971940996
