mapping_scenario,q_scenario,split,model,n_recipes,macro_normalized_rmse,nested_macro_normalized_rmse,macro_mae,macro_rmse,macro_r2,delta_normalized_rmse_vs_linear,delta_normalized_rmse_vs_quadratic,delta_macro_rmse_vs_linear,delta_macro_rmse_vs_quadratic
direct_plus_near,q_huber_exclude_7_frac_sensitivity,test_1m,p_only_quadratic,256,0.5399015351678961,,0.3426549480087221,0.4197256418902136,0.6812692083041889,-0.04657896546102236,0.0,-0.033708885349878315,0.0
direct_plus_near,q_huber_exclude_7_frac_sensitivity,test_1m,p_plus_Qcovered,256,0.7359143917067502,,0.4863014819491731,0.5586563699531102,0.4085545006060803,0.14943389107783178,0.19601285653885414,0.10522184271301827,0.13893072806289658
direct_plus_near,q_huber_exclude_7_frac_sensitivity,test_60m,p_only_linear,256,2.3701698780951617,,1.5084256483068448,1.5549394532852483,-7.884918888904583,0.0,0.05201149426702001,0.0,0.04131057999544652
direct_plus_near,q_huber_exclude_7_frac_sensitivity,test_60m,p_only_quadratic,256,2.3181583838281417,,1.4685256370228659,1.5136288732898018,-7.4459767434792825,-0.05201149426702001,0.0,-0.04131057999544652,0.0
direct_plus_near,q_huber_exclude_7_frac_sensitivity,test_60m,p_plus_Qcovered,256,2.253540975378076,,1.4555531223872213,1.5102294547391135,-7.330716690213842,-0.11662890271708548,-0.06461740845006547,-0.04470999854613478,-0.00339941855068826
direct_plus_near,q_huber_exclude_7_frac_sensitivity,train_1m_nested_cv,p_only_linear,507,0.6302561211684742,0.6301888701005939,0.4133339684640246,0.49039442357049357,0.6027103694500386,0.0,0.04072180727012542,0.0,0.02750586705242203
direct_plus_near,q_huber_exclude_7_frac_sensitivity,train_1m_nested_cv,p_only_quadratic,507,0.5895343138983488,0.5894546772770323,0.37022197035217064,0.46288855651807154,0.6522530622912478,-0.04072180727012542,0.0,-0.02750586705242203,0.0
direct_plus_near,q_huber_exclude_7_frac_sensitivity,train_1m_nested_cv,p_plus_Qcovered,507,0.7734787582284386,0.7733368515575633,0.5032465297827321,0.5907772519209863,0.4022142638095686,0.1432226370599644,0.18394444433008983,0.10038282835049273,0.12788869540291475
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1b,p_only_linear,64,5.231228919380206,,3.178108678458561,3.1920287165674135,-807.2899397179897,0.0,0.278348115366021,0.0,0.20591418763736735
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1b,p_only_quadratic,64,4.952880804014185,,2.9665301935040946,2.986114528930046,-674.416969778876,-0.278348115366021,0.0,-0.20591418763736735,0.0
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1b,p_plus_Qcovered,64,5.070259631640441,,3.077984328615495,3.0834895605133386,-787.1684912200587,-0.16096928773976504,0.11737882762625595,-0.10853915605407494,0.09737503158329242
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1m,p_only_linear,256,0.5864805006289184,,0.38741539923748436,0.4534345272400919,0.62000408434036,0.0,0.04657896546102236,0.0,0.033708885349878315
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1m,p_only_quadratic,256,0.5399015351678961,,0.3426549480087221,0.4197256418902136,0.6812692083041889,-0.04657896546102236,0.0,-0.033708885349878315,0.0
direct_plus_near,q_huber_unicode_broad_sensitivity,test_1m,p_plus_Qcovered,256,0.7108468475683797,,0.47481877461145083,0.5441514643876769,0.4504199763685976,0.12436634693946125,0.1709453124004836,0.090716937147585,0.12442582249746331
direct_plus_near,q_huber_unicode_broad_sensitivity,test_60m,p_only_linear,256,2.3701698780951617,,1.5084256483068448,1.5549394532852483,-7.884918888904583,0.0,0.05201149426702001,0.0,0.04131057999544652
direct_plus_near,q_huber_unicode_broad_sensitivity,test_60m,p_only_quadratic,256,2.3181583838281417,,1.4685256370228659,1.5136288732898018,-7.4459767434792825,-0.05201149426702001,0.0,-0.04131057999544652,0.0
direct_plus_near,q_huber_unicode_broad_sensitivity,test_60m,p_plus_Qcovered,256,2.2895441632629847,,1.45947413977412,1.5139434330294121,-7.404118655458484,-0.08062571483217695,-0.028614220565156945,-0.04099602025583615,0.000314559739610365
direct_plus_near,q_huber_unicode_broad_sensitivity,train_1m_nested_cv,p_only_linear,507,0.6302561211684742,0.6301888701005939,0.4133339684640246,0.49039442357049357,0.6027103694500386,0.0,0.04072180727012542,0.0,0.02750586705242203
direct_plus_near,q_huber_unicode_broad_sensitivity,train_1m_nested_cv,p_only_quadratic,507,0.5895343138983488,0.5894546772770323,0.37022197035217064,0.46288855651807154,0.6522530622912478,-0.04072180727012542,0.0,-0.02750586705242203,0.0
direct_plus_near,q_huber_unicode_broad_sensitivity,train_1m_nested_cv,p_plus_Qcovered,507,0.7515358483473681,0.7514069749622198,0.4928417615945306,0.5800403860771511,0.4355153517040188,0.1212797271788939,0.16200153444901932,0.08964596250665757,0.1171518295590796
