status,monthly_bins,consecutive_month_bins,transitions,residual_df,intercept_a,intercept_ci95_low,intercept_ci95_high,rho,rho_ci95_low,rho_ci95_high,r_squared,durbin_watson,residual_lag1_correlation,interval_method,reason
estimated_descriptive,10,True,9,7,13.51154200162852,-11.401507868560874,38.42459187181791,0.6694820585299196,0.05055487211493581,1.2884092449449034,0.6047246875811896,2.427420279523213,-0.3559109649779217,HC3 covariance; normal 1.96 multiplier; heteroskedasticity robust only,Descriptive AR(1) only; HC3 intervals do not correct serial correlation or establish annual forecast skill.
