scenario,candidate,source_domain,all_a1_domain_score,scenario_domain_score,all_a1_rank_1_is_highest_score,scenario_rank_1_is_highest_score,rank_shift,seven_domain_rank_spearman,all_a1_macro_domain_score,scenario_macro_domain_score,macro_delta
weight_alpha_0.25,q_huber,c4,0.5767322748885473,0.5767199304934021,1.0,1.0,0.0,1.0,0.49847810484764643,0.4984977489845078,1.9644136861396433e-05
weight_alpha_0.25,q_huber,commoncrawl,0.5359722946905645,0.5359899824784531,3.0,3.0,0.0,1.0,0.49847810484764643,0.4984977489845078,1.9644136861396433e-05
weight_alpha_0.25,q_huber,github,0.3894803356606058,0.3895100786681116,7.0,7.0,0.0,1.0,0.49847810484764643,0.4984977489845078,1.9644136861396433e-05
weight_alpha_0.25,q_huber,stackexchange,0.5183681310908792,0.5183579069519428,4.0,4.0,0.0,1.0,0.49847810484764643,0.4984977489845078,1.9644136861396433e-05
weight_alpha_0.25,q_huber,wikipedia,0.4787129620836854,0.47868563503949524,5.0,5.0,0.0,1.0,0.49847810484764643,0.4984977489845078,1.9644136861396433e-05
weight_alpha_0.5,q_equal,arxiv,0.5320965357791057,0.5320965357791057,3.0,3.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,book,0.4316026991517443,0.4316026991517443,6.0,6.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,c4,0.5705254959740866,0.5705254959740866,1.0,1.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,commoncrawl,0.5340113140988176,0.5340113140988176,2.0,2.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,github,0.40449680208832284,0.40449680208832284,7.0,7.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,stackexchange,0.5173367560072943,0.5173367560072943,4.0,4.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_equal,wikipedia,0.48349146724793535,0.48349146724793535,5.0,5.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_0.5,q_huber,arxiv,0.5613319908558356,0.5613319908558356,2.0,2.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,book,0.42874874466340707,0.42874874466340707,6.0,6.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,c4,0.5767322748885473,0.5767322748885473,1.0,1.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,commoncrawl,0.5359722946905645,0.5359722946905645,3.0,3.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,github,0.3894803356606058,0.3894803356606058,7.0,7.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,stackexchange,0.5183681310908792,0.5183681310908792,4.0,4.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_0.5,q_huber,wikipedia,0.4787129620836854,0.4787129620836854,5.0,5.0,0.0,1.0,0.49847810484764643,0.49847810484764643,0.0
weight_alpha_1,q_equal,arxiv,0.5320965357791057,0.5320965357791057,3.0,3.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,book,0.4316026991517443,0.4316026991517443,6.0,6.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,c4,0.5705254959740866,0.5705254959740866,1.0,1.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,commoncrawl,0.5340113140988176,0.5340113140988176,2.0,2.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,github,0.40449680208832284,0.40449680208832284,7.0,7.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,stackexchange,0.5173367560072943,0.5173367560072943,4.0,4.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_equal,wikipedia,0.48349146724793535,0.48349146724793535,5.0,5.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weight_alpha_1,q_huber,arxiv,0.5613319908558356,0.5611675611092952,2.0,2.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,book,0.42874874466340707,0.42864454513089534,6.0,6.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,c4,0.5767322748885473,0.5767456165927083,1.0,1.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,commoncrawl,0.5359722946905645,0.5359463310936423,3.0,3.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,github,0.3894803356606058,0.3894190501303907,7.0,7.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,stackexchange,0.5183681310908792,0.5183808389623312,4.0,4.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weight_alpha_1,q_huber,wikipedia,0.4787129620836854,0.4787663568049343,5.0,5.0,0.0,1.0,0.49847810484764643,0.4984386142605996,-3.949058704683095e-05
weighted_arithmetic_mean,q_equal,arxiv,0.5320965357791057,0.5320965357791057,3.0,3.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,book,0.4316026991517443,0.4316026991517443,6.0,6.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,c4,0.5705254959740866,0.5705254959740866,1.0,1.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,commoncrawl,0.5340113140988176,0.5340113140988176,2.0,2.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,github,0.40449680208832284,0.40449680208832284,7.0,7.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,stackexchange,0.5173367560072943,0.5173367560072943,4.0,4.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_equal,wikipedia,0.48349146724793535,0.48349146724793535,5.0,5.0,0.0,1.0,0.4962230100496153,0.4962230100496153,0.0
weighted_arithmetic_mean,q_huber,arxiv,0.5613319908558356,0.5319901909303564,2.0,3.0,1.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,book,0.42874874466340707,0.4315376338842061,6.0,6.0,0.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,c4,0.5767322748885473,0.5705430638203186,1.0,1.0,0.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,commoncrawl,0.5359722946905645,0.5339910711639764,3.0,2.0,-1.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,github,0.3894803356606058,0.4044490960956839,7.0,7.0,0.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,stackexchange,0.5183681310908792,0.517354279049739,4.0,4.0,0.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
weighted_arithmetic_mean,q_huber,wikipedia,0.4787129620836854,0.4835409595121991,5.0,5.0,0.0,0.9642857142857145,0.49847810484764643,0.4962008992080685,-0.0022772056395779505
