row_type,dataset,source_domain,flagged_n,clean_n,main_a1_q95,clean_a1_q95,clean_threshold_ci_low,clean_threshold_ci_high,threshold_shift_clean_minus_main,flagged_median_D,flagged_rate_above_main_threshold,clean_a1_median_D,clean_a1_rate_above_clean_threshold
a1_reference,a1,arxiv,3,1416,0.46603175151955184,0.4660347406425115,0.46454244051759774,0.4671742857125675,2.989122959651258e-06,0.44253799872749694,0.0,0.4380116154521675,0.05014124293785311
a1_reference,a1,book,19,152,0.44760982010119876,0.44628306313486765,0.44263875982570744,0.4551803535358267,-0.0013267569663311107,0.42151637572147,0.10526315789473684,0.4083248434336599,0.05263157894736842
a1_reference,a1,c4,74,9926,0.4187634770695783,0.41880461614159453,0.4172603105670568,0.4208186354081235,4.113907201624967e-05,0.3155452478362435,0.02702702702702703,0.3242320873952249,0.05007052186177715
a1_reference,a1,commoncrawl,267,9373,0.3833701125765997,0.38247666485589427,0.3801592384611621,0.3844700908870734,-0.0008934477207054314,0.31192739387356616,0.10861423220973783,0.2879065912541577,0.05003734129947722
a1_reference,a1,github,14,9986,0.4294319905547465,0.429467104488205,0.4277123273064699,0.43120004593915867,3.511393345850822e-05,0.3346987019016493,0.0,0.3231346721024282,0.05007009813739235
a1_reference,a1,stackexchange,37,9963,0.3598472443062697,0.3600544673989541,0.3575403065651748,0.3622529497148909,0.00020722309268439432,0.29033611267634807,0.02702702702702703,0.27121319915550557,0.050085315667971496
a1_reference,a1,wikipedia,49,9951,0.4078789842124311,0.4078989126009993,0.4059693320310387,0.4092486821377176,1.9928388568235533e-05,0.2945586032874786,0.04081632653061224,0.3069966658767366,0.05004522158577027
