mapping_scenario,q_scenario,n_train_supported,uncovered_rows_excluded,coverage_min,coverage_median,coverage_max,qmix_partial_rank_without_q,qmix_partial_rank_with_q,qmix_partial_rank_gain,qmix_partial_relative_linear_residual,qcovered_rank_without_q,qcovered_rank_with_q,qcovered_rank_gain,qcovered_relative_linear_residual,qcovered_is_deterministic_function_of_p,independent_quality_effect_identified,note
direct_only,q_equal_candidate,478,34,0.000999000999000999,0.29264614614614615,0.998,17,17,0,1.728398441906296e-15,17,18,1,0.6320035969936398,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_only,q_huber_candidate,478,34,0.000999000999000999,0.29264614614614615,0.998,17,17,0,1.7132871043811745e-15,17,18,1,0.6251662580513635,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_only,q_huber_unicode_broad_sensitivity,478,34,0.000999000999000999,0.29264614614614615,0.998,17,17,0,1.4170189783859311e-15,17,18,1,0.6251699042159405,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_only,q_huber_exclude_7_frac_sensitivity,478,34,0.000999000999000999,0.29264614614614615,0.998,17,17,0,2.019063762529074e-15,17,18,1,0.6224311623925648,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_plus_near,q_equal_candidate,507,5,0.001,0.6020000000000001,1.0,17,17,0,9.469519908053678e-16,17,18,1,0.4560656322208158,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_plus_near,q_huber_candidate,507,5,0.001,0.6020000000000001,1.0,17,17,0,1.0454709597398434e-15,17,18,1,0.44382693033939224,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_plus_near,q_huber_unicode_broad_sensitivity,507,5,0.001,0.6020000000000001,1.0,17,17,0,9.553815096090765e-16,17,18,1,0.4439009099816108,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
direct_plus_near,q_huber_exclude_7_frac_sensitivity,507,5,0.001,0.6020000000000001,1.0,17,17,0,8.89770520216552e-16,17,18,1,0.43911663278185675,True,False,Qmix alias check uses only the mapped partial contribution as an algebraic diagnostic; Qcovered is conditional on mapped mass and is undefined when coverage is zero.
