split,role,model,n_recipes,n_targets,macro_mae,macro_rmse,macro_normalized_rmse,macro_r2,macro_spearman_rho,worst_rmse_target,worst_rmse,nested_macro_normalized_rmse,mapping_scenario,q_scenario
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,256,13,0.4863014819491731,0.5586563699531102,0.7359143917067502,0.4085545006060803,0.7535605423701954,metric/the_pile_dm_mathematics_val_loss,1.5088211456443081,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_60m,heldout_cross_scale_previously_seen,p_only_linear,256,13,1.5084256483068448,1.5549394532852483,2.3701698780951617,-7.884918888904583,0.8317844692501364,metric/the_pile_github_val_loss,2.61858164096134,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_60m,heldout_cross_scale_previously_seen,p_only_quadratic,256,13,1.4685256370228659,1.5136288732898018,2.3181583838281417,-7.4459767434792825,0.8459472441326127,metric/the_pile_github_val_loss,2.541189506129987,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_60m,heldout_cross_scale_previously_seen,p_plus_Qcovered,256,13,1.4555531223872213,1.5102294547391135,2.253540975378076,-7.330716690213842,0.7476244343891404,metric/the_pile_github_val_loss,2.4567935476161225,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_1b,heldout_cross_scale_previously_seen,p_only_linear,64,13,3.178108678458561,3.1920287165674135,5.231228919380206,-807.2899397179897,0.7314032121724429,metric/the_pile_github_val_loss,4.4140042337570256,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_1b,heldout_cross_scale_previously_seen,p_only_quadratic,64,13,2.9665301935040946,2.986114528930046,4.952880804014185,-674.416969778876,0.8023175542406311,metric/the_pile_github_val_loss,4.056025553155523,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,64,13,3.0738515102072417,3.079391424565978,5.02118014330084,-795.6471639112642,0.7267152719075796,metric/the_pile_github_val_loss,4.141819262739444,,direct_plus_near,q_huber_exclude_7_frac_sensitivity
train_1m_nested_cv,out_of_fold,p_only_linear,478,13,0.39904274222667085,0.4720482905150977,0.6276314473986325,0.6062195342653793,0.8265568028483289,metric/the_pile_dm_mathematics_val_loss,1.207369246260432,0.6276280159564297,direct_only,q_equal_candidate
train_1m_nested_cv,out_of_fold,p_only_quadratic,478,13,0.3613781520903568,0.45364081445386295,0.5951916986369361,0.6458516760911107,0.824651449525512,metric/the_pile_dm_mathematics_val_loss,1.3468551231298977,0.5951699820206279,direct_only,q_equal_candidate
train_1m_nested_cv,out_of_fold,p_only_linear,478,13,0.39904274222667085,0.4720482905150977,0.6276314473986325,0.6062195342653793,0.8265568028483289,metric/the_pile_dm_mathematics_val_loss,1.207369246260432,0.6276280159564297,direct_only,q_huber_candidate
train_1m_nested_cv,out_of_fold,p_only_quadratic,478,13,0.3613781520903568,0.45364081445386295,0.5951916986369361,0.6458516760911107,0.824651449525512,metric/the_pile_dm_mathematics_val_loss,1.3468551231298977,0.5951699820206279,direct_only,q_huber_candidate
train_1m_nested_cv,out_of_fold,p_only_linear,478,13,0.39904274222667085,0.4720482905150977,0.6276314473986325,0.6062195342653793,0.8265568028483289,metric/the_pile_dm_mathematics_val_loss,1.207369246260432,0.6276280159564297,direct_only,q_huber_unicode_broad_sensitivity
train_1m_nested_cv,out_of_fold,p_only_quadratic,478,13,0.3613781520903568,0.45364081445386295,0.5951916986369361,0.6458516760911107,0.824651449525512,metric/the_pile_dm_mathematics_val_loss,1.3468551231298977,0.5951699820206279,direct_only,q_huber_unicode_broad_sensitivity
train_1m_nested_cv,out_of_fold,p_only_linear,478,13,0.39904274222667085,0.4720482905150977,0.6276314473986325,0.6062195342653793,0.8265568028483289,metric/the_pile_dm_mathematics_val_loss,1.207369246260432,0.6276280159564297,direct_only,q_huber_exclude_7_frac_sensitivity
train_1m_nested_cv,out_of_fold,p_only_quadratic,478,13,0.3613781520903568,0.45364081445386295,0.5951916986369361,0.6458516760911107,0.824651449525512,metric/the_pile_dm_mathematics_val_loss,1.3468551231298977,0.5951699820206279,direct_only,q_huber_exclude_7_frac_sensitivity
train_1m_nested_cv,out_of_fold,p_only_linear,507,13,0.4133339684640246,0.49039442357049357,0.6302561211684742,0.6027103694500386,0.8230036383684015,metric/the_pile_dm_mathematics_val_loss,1.198054311504536,0.6301888701005939,direct_plus_near,q_equal_candidate
train_1m_nested_cv,out_of_fold,p_only_quadratic,507,13,0.37022197035217064,0.46288855651807154,0.5895343138983488,0.6522530622912478,0.8310137676458685,metric/the_pile_dm_mathematics_val_loss,1.3002510589435854,0.5894546772770323,direct_plus_near,q_equal_candidate
train_1m_nested_cv,out_of_fold,p_only_linear,507,13,0.4133339684640246,0.49039442357049357,0.6302561211684742,0.6027103694500386,0.8230036383684015,metric/the_pile_dm_mathematics_val_loss,1.198054311504536,0.6301888701005939,direct_plus_near,q_huber_candidate
train_1m_nested_cv,out_of_fold,p_only_quadratic,507,13,0.37022197035217064,0.46288855651807154,0.5895343138983488,0.6522530622912478,0.8310137676458685,metric/the_pile_dm_mathematics_val_loss,1.3002510589435854,0.5894546772770323,direct_plus_near,q_huber_candidate
train_1m_nested_cv,out_of_fold,p_only_linear,507,13,0.4133339684640246,0.49039442357049357,0.6302561211684742,0.6027103694500386,0.8230036383684015,metric/the_pile_dm_mathematics_val_loss,1.198054311504536,0.6301888701005939,direct_plus_near,q_huber_unicode_broad_sensitivity
train_1m_nested_cv,out_of_fold,p_only_quadratic,507,13,0.37022197035217064,0.46288855651807154,0.5895343138983488,0.6522530622912478,0.8310137676458685,metric/the_pile_dm_mathematics_val_loss,1.3002510589435854,0.5894546772770323,direct_plus_near,q_huber_unicode_broad_sensitivity
train_1m_nested_cv,out_of_fold,p_only_linear,507,13,0.4133339684640246,0.49039442357049357,0.6302561211684742,0.6027103694500386,0.8230036383684015,metric/the_pile_dm_mathematics_val_loss,1.198054311504536,0.6301888701005939,direct_plus_near,q_huber_exclude_7_frac_sensitivity
train_1m_nested_cv,out_of_fold,p_only_quadratic,507,13,0.37022197035217064,0.46288855651807154,0.5895343138983488,0.6522530622912478,0.8310137676458685,metric/the_pile_dm_mathematics_val_loss,1.3002510589435854,0.5894546772770323,direct_plus_near,q_huber_exclude_7_frac_sensitivity
