split,role,model,target,n,mae,rmse,r2,spearman_rho,normalized_rmse,mapping_scenario,q_scenario
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_wikipedia_en_val_loss,64,3.229479169394243,3.2309225429411907,-415.9990009953972,0.8310439560439561,6.15513328232446,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_dm_mathematics_val_loss,64,2.2390032677242244,2.256823530263814,-56.63571010384057,0.4128205128205128,1.489142937439349,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_github_val_loss,64,3.9734968213638915,3.9756775499429144,-1096.0681445245646,0.8637362637362638,4.242774056568617,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_stackexchange_val_loss,64,3.388610362547796,3.3901136748769862,-687.5632989442604,0.8211538461538461,4.9186752560024845,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_gutenberg_pg_19_val_loss,64,2.513374869643632,2.5198960724149426,-107.43693066108068,0.6118131868131869,5.899610160214299,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_pile_cc_val_loss,64,2.599035203750546,2.600494668615707,-665.0303499805826,0.9455128205128205,8.354069023938997,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_ubuntu_irc_val_loss,64,3.7320836591596933,3.7521299344552093,-77.7500699159511,0.5756410256410256,3.71668392960528,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_hackernews_val_loss,64,2.0724848338121338,2.080885396360686,-110.70810691683545,0.44006410256410255,6.279831621570392,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_pubmed_abstracts_val_loss,64,2.921876186709354,2.924103383110152,-667.5557763079571,0.6135531135531136,4.983038580835309,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,metric/the_pile_uspto_backgrounds_val_loss,64,2.799059324542699,2.800918629286109,-396.6399680909467,0.7111263736263737,5.247247519909609,direct_only,q_equal_candidate
test_1b,heldout_cross_scale_previously_seen,p_plus_Qcovered,,,,,,,,direct_only,q_equal_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_arxiv_val_loss,248,0.4620212356961612,0.5452581041167357,0.4734279308160564,0.746850271662594,0.5930761761950959,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_freelaw_val_loss,248,0.4155101914181952,0.47856528491199113,0.577199117040005,0.7718938965998512,0.6192942401029279,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_pubmed_central_val_loss,248,0.4495068590488206,0.5160366707229108,0.6095262765767777,0.8396970407423084,0.6280197683454117,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_wikipedia_en_val_loss,248,0.24828045821607392,0.2978468217434717,0.7052855087159338,0.8764088612514574,0.5674190145947962,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_dm_mathematics_val_loss,248,1.061190545068416,1.156774510528234,0.42922977559848974,0.7681930543120634,0.7632863489160867,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_github_val_loss,248,0.45374063868048775,0.5589093134908322,0.5839165583480481,0.8564830039762026,0.5964583157121301,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_stackexchange_val_loss,248,0.3327683818453727,0.41067501957619224,0.5693025312193581,0.846539350558824,0.5958434585887594,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_gutenberg_pg_19_val_loss,248,0.19962064922142322,0.2548190876518444,0.6797610045193945,0.8936920464934047,0.596585428654857,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_pile_cc_val_loss,248,0.1263683574268889,0.15479095493784423,0.7638790847966013,0.8985257996856172,0.4972647463724822,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_ubuntu_irc_val_loss,248,0.5799752770510991,0.6504186081700938,0.5768162606338552,0.77075311825859,0.6442741671346238,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_hackernews_val_loss,248,0.1572941417005595,0.19064255211843673,0.6836810010372971,0.845546480030085,0.5753335235587984,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_pubmed_abstracts_val_loss,248,0.20392498862457165,0.26315388271582535,0.7870153390194472,0.9168545672831065,0.44844719165668784,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,metric/the_pile_uspto_backgrounds_val_loss,248,0.22339855051020838,0.27058523268686385,0.7168226089855807,0.8434301395211249,0.5069150086313622,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_linear,,,,,,,,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_arxiv_val_loss,248,0.37727383342936044,0.5001823112234011,0.5568913593871891,0.8031630243056593,0.5440473241958278,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_freelaw_val_loss,248,0.34101297250411505,0.41929477584460234,0.6754419354013903,0.8130295768420424,0.5425943915542549,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_pubmed_central_val_loss,248,0.38137803475304216,0.4580024477312996,0.692414199626352,0.8579282521230278,0.5573917658272187,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_wikipedia_en_val_loss,248,0.20130781511279475,0.25526428621881975,0.7835310227963241,0.881466836393504,0.4862963079467589,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_dm_mathematics_val_loss,248,1.0663849342349996,1.2119792971598227,0.37345208238088556,0.6815348110477695,0.7997126875388794,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_github_val_loss,248,0.3768884405045097,0.4893220128419947,0.6810759673458248,0.8877041403173095,0.5221959566171961,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_stackexchange_val_loss,248,0.25613533555401485,0.34259245288142964,0.7002692300399627,0.8834399895520438,0.49706327943184114,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_gutenberg_pg_19_val_loss,248,0.175598575227695,0.23478141336100677,0.7281447481634145,0.9067873951073984,0.5496729912224673,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_pile_cc_val_loss,248,0.10563412003501264,0.13955709838784297,0.8080681005662094,0.917501270591049,0.4483260999467077,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_ubuntu_irc_val_loss,248,0.6060814591986339,0.7140899384706396,0.4899075633047958,0.6652122398435324,0.7073440005994899,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_hackernews_val_loss,248,0.15841740905717386,0.19276159888583036,0.6766099667466668,0.8311026527423525,0.5817285210539698,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_pubmed_abstracts_val_loss,248,0.16556433085686292,0.22302749053594484,0.8470161598852122,0.9394411916963925,0.3800667911903407,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,metric/the_pile_uspto_backgrounds_val_loss,248,0.18621960495115433,0.22115303595607766,0.8108369946296441,0.8789893805337584,0.41430861550475684,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_only_quadratic,,,,,,,,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_arxiv_val_loss,248,0.6368973289966592,0.7335711146925701,0.04690101936134794,0.7657517886617647,0.7979038704501304,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_freelaw_val_loss,248,0.46180702128507517,0.5246561607598953,0.49183698169411927,0.7533944056230144,0.678938796099411,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_pubmed_central_val_loss,248,0.5139312450426184,0.5763850336141836,0.5128574386752853,0.8297470933754608,0.7014640932030003,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_wikipedia_en_val_loss,248,0.26177323771460026,0.3159118775244104,0.6684512004691041,0.8632395587312027,0.6018342085855136,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_dm_mathematics_val_loss,248,1.4299263369263842,1.5039748271868052,0.035182831756540245,0.4520778687428308,0.992383082663974,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_github_val_loss,248,0.4437216342946111,0.6196715907237614,0.48852912086768463,0.8923144583033715,0.661302763035481,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_stackexchange_val_loss,248,0.3329387534379243,0.42673089315393375,0.5349668467512025,0.8456770794815673,0.6191387329229474,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_gutenberg_pg_19_val_loss,248,0.24675731835771136,0.31293079525445994,0.5170447298968671,0.835737359782607,0.7326372382325577,direct_only,q_huber_candidate
test_1m,heldout_same_scale_previously_seen,p_plus_Qcovered,metric/the_pile_pile_cc_val_loss,248,0.1381157526981828,0.17876645382627643,0.6850690456760573,0.8947132397947543,0.5742858512471002,direct_only,q_huber_candidate
