source,n,n_ND_cells,n_Q_levels,N_min_B,N_max_B,D_min_B,D_max_B,Q_min,Q_max,Q_ref,E,A,alpha,B,beta,kappa,in_sample_rmse,in_sample_mae,in_sample_r2,starts_attempted,starts_successful,near_optimal_starts,max_relative_parameter_spread,kappa_at_bound,interpretation
B6,360,45,8,0.07,11.97,10.0,600.0,0.1,1.0,0.5,0.411773993599245,0.5401730323171573,0.2790539047062256,2.209347141451758,0.06990239389992174,0.08503298034695203,0.07247113080381097,0.05634348571910941,0.9558886366042094,54,54,54,0.0006577907831211479,False,source-specific Q-response fit; not a validated B1 transfer
B8_calibrated,984,90,12,0.07,12.0,5.0,2000.0,0.05,1.0,0.55,0.0846877148228029,0.3591794075328131,0.33544179277395864,1.2828397671698148,0.05690255928695134,-1.1782546040071582,0.06366933578133115,0.049749748061030524,0.9919581742340275,54,54,54,3.4050234401721615e-06,False,source-specific Q-response fit; not a validated B1 transfer
B8_extrapolated,720,60,12,20.0,700.0,5.0,2000.0,0.05,1.0,0.55,0.26649542724192093,0.451208360654267,0.2281716567834448,0.7866487509289002,0.06608358038703367,-1.8703107404432997,0.07188465458286118,0.058790666328329445,0.9872528908656951,54,54,54,0.00011626706122822968,False,source-specific Q-response fit; not a validated B1 transfer
