target_month,training_month_bins,observed_F_t,ar1_prediction,ar1_absolute_error,persistence_prediction,persistence_absolute_error,fit_status
2025-02,8,41.32181900505526,39.8046630111024,1.517155993952862,39.73983005883677,1.5819889462184875,estimated
2025-03,9,41.2745126186259,41.150283243385374,0.12422937524052458,41.32181900505526,0.047306386429362135,estimated
