target_month,previous_month,observed_F_t,fitted_F_t,residual
2024-07,2024-06,28.69298424896202,32.47992489019359,-3.786940641231567
2024-08,2024-07,30.810183807331235,32.72098016199017,-1.9107963546589346
2024-09,2024-08,40.96510255071386,34.13840728064583,6.826695270068029
2024-10,2024-09,38.74423639967271,40.936943185169696,-2.1927067854969877
2024-11,2024-10,39.83787163089315,39.45011314265125,0.38775848824190007
2024-12,2024-11,40.31870789775397,40.18228230852955,0.13642558922441594
2025-01,2024-12,39.73983005883677,40.504193562283376,-0.764363503446603
2025-02,2025-01,41.32181900505526,40.11664523504774,1.2051737700075194
2025-03,2025-02,41.2745126186259,41.17575845133367,0.09875416729222763
