source_domain,n_full_a1,n_flagged_removed,n_clean_a1,q95_full,q95_clean,clean_q95_ci_low,clean_q95_ci_high,q95_shift
arxiv,1419,3,1416,0.46603175151955184,0.4660347406425115,0.46454244051759774,0.4671742857125675,2.989122959651258e-06
book,171,17,154,0.44760982010119876,0.4461715427658855,0.4421415739451341,0.4548804431618714,-0.001438277335313265
c4,10000,65,9935,0.4187634770695783,0.41878552860377416,0.4173073338000209,0.42058383507930464,2.205153419587713e-05
commoncrawl,9640,252,9388,0.3833701125765997,0.3825841659455153,0.3804990839402537,0.3848201514114997,-0.0007859466310843888
github,10000,11,9989,0.4294319905547465,0.4294595800738925,0.42780877236652887,0.43111343060528595,2.7589519145998498e-05
stackexchange,10000,31,9969,0.3598472443062697,0.35998132983683034,0.35758782969249087,0.3622461805391427,0.00013408553056065697
wikipedia,10000,49,9951,0.4078789842124311,0.4078989126009993,0.4059693320310387,0.4092486821377176,1.9928388568235533e-05
