pair_id,pair_type,transition_axis,left_scenario_id,right_scenario_id,left_budget_flops,right_budget_flops,left_context_length_tokens,right_context_length_tokens,left_selected_grid_id,right_selected_grid_id,left_selected_run_id,right_selected_run_id,left_selected_N_B,right_selected_N_B,delta_selected_N_B,left_selected_D_B,right_selected_D_B,delta_selected_D_B,point_delta_log_N,bootstrap_delta_log_N_p2_5,bootstrap_delta_log_N_median,bootstrap_delta_log_N_p97_5,point_delta_log_D,bootstrap_delta_log_D_p2_5,bootstrap_delta_log_D_median,bootstrap_delta_log_D_p97_5,left_m0_predicted_val_loss,right_m0_predicted_val_loss,delta_m0_predicted_val_loss,left_C_total_flops,right_C_total_flops,delta_C_total_flops,left_budget_utilization,right_budget_utilization,delta_budget_utilization,left_train_cost_share,right_train_cost_share,delta_train_cost_share,left_attention_cost_share,right_attention_cost_share,delta_attention_cost_share,left_feasible_candidate_count,right_feasible_candidate_count,delta_feasible_candidate_count,paired_bootstrap_replicates,configuration_change_frequency,cost_share_change_frequency,cost_share_TV_p05_exact,cost_share_TV_median,robust_ND_allocation_change,robust_cost_mix_change,interpretation
T01,adjacent_budget,budget_increase,C10000000000000000000_L2048,C10000000000000000000000_L2048,10000000000000000000,10000000000000000000000,2048,2048,169,1043,169,1043,0.162405,6.86104,6.698635,8.389,226.492,218.103,3.7435210973,3.7435210972968527,3.7435210972968527,3.7435210972968527,3.29578830035,3.295788300346862,3.295788300346862,3.295788300346862,3.030397627156985,2.1456111666541906,-0.8847864605027944,8.732538677232e+18,9.960330417200127e+21,9.951597878522895E+21,0.8732538677232,0.9960330417200128,0.1227791739968128,0.9360958562156765,0.9360958562156765,0,0.06390414378432352,0.06390414378432352,0,39,1060,1021,1000,1.0,0.0,0.0,0.0,True,False,Bootstrap稳健的N/D配置改变
